
 72499, 943.57, 8.7, 0.4, 57.1, 93546, 1.64506, 3, 196620, (5.1, -8.11, -0.14), (-63.5625, 20.875, 4.0), (0.0, 0.0, 0.0), 0, 0, 0
 73814, 943.57, 8.7, 0.3, 57.1, 93966, 1.48186, 3, 196619, (5.1, -8.12, -0.15), (-62.5625, 19.875, 3.25), (0.00218166, -0.00327249, -0.00109083), 0, 0, 0
 75164, 943.58, 8.7, 0.3, 57.1, 95248, 1.80826, 3, 196621, (5.12, -8.12, -0.14), (-62.5625, 19.875, 2.875), (0.0, 0.00109083, 0.0), 0, 0, 0
 76495, 943.58, 8.7, 0.3, 57.1, 94154, 1.48186, 3, 196619, (5.09, -8.12, -0.14), (-62.875, 21.25, 2.875), (-0.00109083, 0.00218166, -0.00109083), 0, 0, 0
 77851, 943.58, 8.7, 0.2, 57.1, 94901, 1.64506, 3, 196620, (5.1, -8.13, -0.13), (-63.25, 20.25, 3.5625), (0.00109083, -0.00545416, 0.0), 0, 0, 0
 79185, 943.58, 8.7, 0.3, 57.0, 94847, 1.64506, 3, 196620, (5.09, -8.11, -0.14), (-62.1875, 19.875, 3.25), (0.00327249, -0.00545416, 0.00218166), 0, 0, 0
 80537, 943.58, 8.7, 0.2, 57.0, 95008, 1.7495, 2, 131084, (5.1, -8.11, -0.12), (-62.5625, 19.0625, 3.5625), (-0.00218166, 0.0, -0.00218166), 0, 0, 0
 81884, 943.58, 8.7, 0.2, 57.0, 96320, 1.7495, 2, 131084, (5.1, -8.11, -0.16), (-63.25, 20.25, 2.875), (0.00218166, -0.00109083, 0.0), 0, 0, 0
 83295, 943.58, 8.7, 0.2, 57.0, 96877, 1.64506, 3, 196620, (5.08, -8.1, -0.13), (-62.875, 20.25, 4.0), (-0.00218166, 0.00218166, 0.00109083), 0, 0, 0
 84636, 943.59, 8.7, 0.2, 57.0, 97327, 1.7495, 2, 131084, (5.11, -8.12, -0.13), (-62.5625, 19.5, 2.5625), (0.0, -0.00436333, 0.00218166), 0, 0, 0
 85971, 943.58, 8.7, 0.3, 57.0, 97953, 1.7495, 2, 131084, (5.13, -8.12, -0.13), (-62.5625, 18.375, 3.25), (0.00109083, 0.00109083, 0.0), 0, 0, 0
 87312, 943.57, 8.7, 0.3, 56.9, 99112, 1.64506, 3, 196620, (5.11, -8.12, -0.14), (-62.875, 19.5, 4.0), (-0.00109083, 0.00436333, -0.00109083), 0, 0, 0
 88658, 943.56, 8.7, 0.5, 56.9, 99230, 1.48186, 3, 196619, (5.1, -8.12, -0.15), (-62.875, 20.25, 3.5625), (-0.00109083, 0.0, -0.00109083), 0, 0, 0
 89999, 943.55, 8.7, 0.5, 56.9, 101638, 1.48186, 3, 196619, (5.09, -8.11, -0.14), (-62.875, 20.5625, 4.0), (0.0, 0.00218166, 0.0), 0, 0, 0
 91331, 943.55, 8.7, 0.6, 56.9, 100964, 1.80826, 3, 196621, (5.16, -8.0, -0.12), (-61.75, 19.5, 4.0), (0.0, 0.0, -0.0109083), 0, 0, 0
 92662, 943.54, 8.7, 0.6, 56.9, 101700, 1.48186, 3, 196619, (5.08, -8.12, -0.13), (-62.5625, 19.5, 4.0), (0.00109083, 0.00545416, -0.00109083), 0, 0, 0
 94009, 943.54, 8.7, 0.6, 56.8, 102446, 1.48186, 3, 196619, (5.09, -8.09, -0.12), (-63.25, 19.875, 2.875), (-0.00109083, 0.00436333, -0.00218166), 0, 0, 0
 95356, 943.54, 8.7, 0.7, 56.8, 103140, 1.80826, 3, 196621, (5.09, -8.12, -0.15), (-62.1875, 20.5625, 3.5625), (0.0, 0.00109083, -0.00109083), 0, 0, 0
 96709, 943.54, 8.7, 0.6, 56.8, 104102, 1.48186, 3, 196619, (5.11, -8.1, -0.19), (-62.875, 19.0625, 4.0), (0.00109083, 0.00218166, 0.00109083), 0, 0, 0
 98057, 943.55, 8.7, 0.5, 56.8, 103459, 1.48186, 3, 196619, (5.1, -8.1, -0.13), (-62.1875, 20.25, 4.0), (0.0, -0.00327249, 0.0), 0, 0, 0
 99384, 943.56, 8.7, 0.4, 56.8, 103908, 1.64506, 3, 196620, (5.14, -8.09, -0.23), (-63.5625, 19.5, 4.375), (0.0, -0.00436333, -0.00436333), 0, 0, 0
 100733, 943.56, 8.7, 0.4, 56.8, 106013, 1.48186, 3, 196619, (5.1, -8.12, -0.13), (-62.5625, 21.25, 4.375), (-0.00109083, 0.00436333, 0.0), 0, 0, 0
 102077, 943.58, 8.7, 0.3, 56.7, 105545, 1.64506, 3, 196620, (5.08, -8.12, -0.14), (-62.5625, 20.25, 2.875), (-0.00109083, 0.00109083, -0.00109083), 0, 0, 0
 103426, 943.57, 8.7, 0.3, 56.7, 107372, 1.80826, 3, 196621, (5.08, -8.13, -0.12), (-62.875, 18.375, 4.375), (-0.00327249, -0.00218166, 0.00109083), 0, 0, 0
 104774, 943.58, 8.7, 0.3, 56.7, 107029, 1.48186, 3, 196619, (5.09, -8.11, -0.13), (-62.1875, 19.875, 3.5625), (0.0, -0.00218166, 0.0), 0, 0, 0
 106118, 943.57, 8.7, 0.3, 56.7, 107995, 1.48186, 3, 196619, (5.08, -8.12, -0.16), (-63.25, 20.25, 2.875), (0.0, 0.00218166, -0.00109083), 0, 0, 0
 107457, 943.57, 8.7, 0.4, 56.7, 108908, 1.70381, 4, 262157, (5.08, -8.11, -0.12), (-62.5625, 20.25, 4.0), (-0.00109083, 0.00109083, 0.0), 0, 0, 0
 108795, 943.57, 8.7, 0.4, 56.6, 109192, 1.64506, 3, 196620, (5.09, -8.13, -0.16), (-63.25, 19.875, 3.5625), (0.00109083, -0.00109083, -0.00109083), 0, 0, 0
 110153, 943.56, 8.7, 0.4, 56.6, 110270, 1.48186, 3, 196619, (5.09, -8.11, -0.15), (-62.875, 19.5, 4.375), (0.00218166, -0.00436333, -0.00109083), 0, 0, 0
 111503, 943.56, 8.7, 0.4, 56.6, 110488, 1.64506, 3, 196620, (5.1, -8.11, -0.12), (-62.5625, 20.5625, 3.25), (0.00109083, 0.00218166, -0.00109083), 0, 0, 0
 112852, 943.56, 8.7, 0.4, 56.6, 111148, 1.7495, 2, 131084, (5.07, -8.13, -0.07), (-63.25, 19.0625, 4.0), (0.00327249, -0.00436333, 0.00218166), 0, 0, 0
 114200, 943.57, 8.7, 0.4, 56.6, 111370, 1.5863, 2, 131083, (5.03, -8.15, -0.09), (-63.5625, 20.5625, 4.375), (0.0, 0.0, -0.00218166), 0, 0, 0
 115535, 943.58, 8.7, 0.3, 56.6, 112567, 1.64506, 3, 196620, (5.07, -8.1, -0.14), (-63.5625, 20.875, 4.0), (-0.00109083, 0.00109083, -0.00218166), 0, 0, 0
 116883, 943.59, 8.7, 0.2, 56.6, 113023, 1.48186, 3, 196619, (5.11, -8.1, -0.13), (-62.875, 20.5625, 3.25), (-0.00327249, 0.00218166, 0.00109083), 0, 0, 0
 118235, 943.59, 8.7, 0.2, 56.5, 113176, 1.48186, 3, 196619, (5.08, -8.12, -0.16), (-62.875, 20.5625, 4.0), (0.00109083, 0.0, -0.00218166), 0, 0, 0
 119580, 943.59, 8.7, 0.2, 56.5, 114179, 1.64506, 3, 196620, (5.11, -8.11, -0.13), (-63.5625, 19.875, 3.25), (-0.00218166, 0.00109083, -0.00109083), 0, 0, 0
 120930, 943.60, 8.7, 0.1, 56.5, 114962, 1.64506, 3, 196620, (5.12, -8.12, -0.19), (-62.875, 20.875, 4.0), (0.0, -0.00327249, -0.00109083), 0, 0, 0
 122281, 943.60, 8.7, 0.1, 56.5, 115517, 1.31866, 3, 196618, (5.15, -8.11, -0.18), (-63.25, 20.5625, 3.5625), (-0.00218166, 0.00436333, 0.00109083), 0, 0, 0
 123637, 943.60, 8.7, 0.1, 56.5, 116400, 1.64506, 3, 196620, (5.06, -8.12, -0.13), (-62.875, 20.5625, 4.75), (0.00109083, -0.00109083, 0.0), 0, 0, 0
 124976, 943.60, 8.7, 0.1, 56.5, 116400, 1.64506, 3, 196620, (5.09, -8.11, -0.15), (-62.875, 20.25, 4.375), (0.0, -0.00109083, -0.00109083), 0, 0, 0
 126320, 943.58, 8.7, 0.2, 56.5, 117544, 1.31866, 3, 196618, (5.09, -8.13, -0.12), (-62.875, 20.25, 3.5625), (0.00218166, -0.00109083, -0.00109083), 0, 0, 0
 127669, 943.58, 8.7, 0.3, 56.5, 118124, 1.64506, 3, 196620, (5.09, -8.12, -0.12), (-63.6875, 19.0625, 4.375), (-0.00109083, -0.00109083, 0.0), 0, 0, 0
 129017, 943.57, 8.7, 0.3, 56.5, 117875, 1.64506, 3, 196620, (5.13, -8.12, -0.15), (-63.25, 20.5625, 3.25), (0.00218166, -0.00436333, 0.00327249), 0, 0, 0
 130370, 943.57, 8.7, 0.3, 56.4, 118291, 1.5863, 2, 131083, (5.07, -8.12, -0.16), (-63.6875, 20.5625, 4.375), (-0.00327249, 0.00545416, -0.00109083), 0, 0, 0
 131723, 943.58, 8.7, 0.3, 56.4, 119302, 1.48186, 3, 196619, (5.12, -8.18, -0.14), (-62.875, 19.5, 2.875), (0.00218166, -0.00327249, 0.00109083), 0, 0, 0
 133080, 943.58, 8.7, 0.3, 56.4, 119472, 1.64506, 3, 196620, (5.29, -8.29, -0.13), (-62.5625, 20.5625, 3.5625), (0.0, 0.00218166, 0.00109083), 0, 0, 0
 134425, 943.59, 8.7, 0.2, 56.4, 121026, 1.5863, 2, 131083, (5.29, -8.26, -0.16), (-63.25, 19.875, 4.375), (0.00109083, -0.00327249, 0.00109083), 0, 0, 0
 135774, 943.59, 8.7, 0.2, 56.4, 120244, 1.64506, 3, 196620, (5.31, -8.25, -0.12), (-63.6875, 20.25, 4.0), (0.00109083, 0.0, 0.0), 0, 0, 0
 137122, 943.59, 8.7, 0.2, 56.4, 121026, 1.64506, 3, 196620, (5.26, -8.27999, -0.14), (-64.0, 19.875, 2.5625), (0.0, -0.00109083, 0.00109083), 0, 0, 0
 138465, 943.59, 8.7, 0.2, 56.4, 121026, 1.48186, 3, 196619, (5.3, -8.24, -0.15), (-62.5625, 21.25, 3.25), (0.0, 0.0, 0.0), 0, 0, 0
 139777, 943.60, 8.7, 0.1, 56.4, 122352, 1.64506, 3, 196620, (5.28, -8.24, -0.19), (-62.875, 20.25, 4.0), (0.00327249, -0.00218166, -0.00109083), 0, 0, 0
 141129, 943.60, 8.7, 0.1, 56.4, 122801, 1.64506, 3, 196620, (5.29, -8.24, -0.15), (-63.25, 21.25, 4.0), (0.00218166, 0.00109083, 0.0), 0, 0, 0
 142468, 943.59, 8.7, 0.2, 56.4, 122084, 1.5863, 2, 131083, (5.28, -8.27, -0.17), (-62.875, 20.875, 4.375), (0.00109083, 0.00436333, 0.00109083), 0, 0, 0
 143817, 943.59, 8.7, 0.2, 56.4, 123799, 1.48186, 3, 196619, (5.29, -8.26, -0.15), (-62.1875, 20.5625, 3.5625), (0.0, 0.0, -0.00327249), 0, 0, 0
 145153, 943.59, 8.7, 0.2, 56.3, 123525, 1.64506, 3, 196620, (5.27, -8.26, -0.15), (-62.1875, 20.875, 4.0), (0.0, 0.00218166, 0.0), 0, 0, 0
 146487, 943.59, 8.7, 0.2, 56.3, 123525, 1.5863, 2, 131083, (5.28, -8.26, -0.14), (-62.875, 19.875, 3.5625), (0.00109083, -0.00327249, 0.0), 0, 0, 0
 147825, 943.59, 8.7, 0.1, 56.3, 123071, 1.48186, 3, 196619, (5.28, -8.24, -0.14), (-62.5625, 20.5625, 4.375), (-0.00109083, -0.00436333, 0.00109083), 0, 0, 0
 149183, 943.60, 8.7, 0.1, 56.3, 123434, 1.64506, 3, 196620, (5.27, -8.25, -0.16), (-62.875, 19.875, 3.5625), (0.00109083, -0.00109083, -0.00109083), 0, 0, 0
 150536, 943.60, 8.7, 0.1, 56.3, 123343, 1.4231, 2, 131082, (5.33, -8.24, -0.17), (-62.1875, 20.875, 4.0), (0.00109083, -0.00109083, 0.00327249), 0, 0, 0
 151902, 943.61, 8.7, -0.0, 56.3, 123616, 1.31866, 3, 196618, (5.3, -8.24, -0.16), (-64.0, 20.5625, 3.5625), (0.00218166, -0.00109083, 0.00109083), 0, 0, 0
 153255, 943.62, 8.7, -0.0, 56.2, 124166, 1.64506, 3, 196620, (5.3, -8.29, -0.14), (-63.25, 20.875, 5.875), (0.0, -0.00218166, 0.00109083), 0, 0, 0
 154595, 943.61, 8.7, -0.0, 56.2, 123707, 1.5863, 2, 131083, (5.23, -8.24, -0.05), (-62.1875, 19.875, 4.0), (0.00109083, 0.00436333, -0.00218166), 0, 0, 0
 155950, 943.62, 8.7, -0.1, 56.2, 125187, 1.5863, 2, 131083, (5.32, -8.26, -0.18), (-62.5625, 19.5, 3.25), (-0.00218166, -0.00109083, 0.00218166), 0, 0, 0
 157380, 943.61, 8.7, -0.0, 56.2, 125093, 1.64506, 3, 196620, (5.26, -8.25, -0.14), (-63.25, 20.25, 4.0), (-0.00218166, 0.00545416, -0.00109083), 0, 0, 0
 158727, 943.61, 8.7, 0.0, 56.2, 124350, 1.4231, 2, 131082, (5.28, -8.23, -0.13), (-62.875, 19.875, 3.5625), (-0.00109083, 0.0, 0.00218166), 0, 0, 0
 160072, 943.61, 8.7, -0.0, 56.2, 125562, 1.4231, 2, 131082, (5.29, -8.26, -0.11), (-62.5625, 20.25, 4.375), (0.00109083, -0.00109083, 0.00109083), 0, 0, 0
 161424, 943.62, 8.7, -0.1, 56.1, 125656, 1.48186, 3, 196619, (5.31, -8.22, -0.18), (-62.875, 19.5, 4.0), (0.00109083, -0.00327249, 0.00218166), 0, 0, 0
 162769, 943.63, 8.7, -0.1, 56.1, 126415, 1.5863, 2, 131083, (5.32, -8.26, -0.18), (-62.875, 19.875, 4.375), (-0.00109083, -0.00327249, 0.0), 0, 0, 0
 164109, 943.63, 8.7, -0.2, 56.1, 126035, 1.5863, 2, 131083, (5.28, -8.29, -0.13), (-62.875, 20.25, 3.5625), (-0.00327249, 0.00218166, 0.0), 0, 0, 0
 165454, 943.63, 8.7, -0.2, 56.1, 126606, 1.64506, 3, 196620, (5.27, -8.25, -0.2), (-63.6875, 20.25, 4.75), (0.0, 0.0, -0.00218166), 0, 0, 0
 166785, 943.63, 8.7, -0.2, 56.1, 127473, 1.48186, 3, 196619, (5.29, -8.24, -0.12), (-62.875, 19.5, 5.0625), (-0.00109083, 0.00109083, 0.00109083), 0, 0, 0
 168136, 943.63, 8.7, -0.2, 56.1, 128058, 1.48186, 3, 196619, (5.28, -8.26, -0.11), (-62.5625, 21.6875, 4.375), (-0.00109083, 0.00327249, 0.00218166), 0, 0, 0
 169496, 943.64, 8.7, -0.2, 56.1, 127376, 1.80826, 3, 196621, (5.3, -8.27, -0.13), (-62.5625, 21.25, 4.375), (0.00109083, -0.00327249, 0.0), 0, 0, 0
 170834, 943.64, 8.7, -0.2, 56.0, 126990, 1.80826, 3, 196621, (5.26, -8.27, -0.11), (-63.25, 20.5625, 4.375), (-0.00218166, 0.0, 0.00109083), 0, 0, 0
 172175, 943.63, 8.7, -0.2, 56.0, 128058, 1.48186, 3, 196619, (5.28, -8.26, -0.12), (-63.6875, 20.875, 4.375), (-0.00109083, 0.00327249, 0.00218166), 0, 0, 0
